id,label,topic,text,length_chars,length_words,quality_score,sentiment,source_detail,timestamp,plagiarism_score,notes,clean_text,prediction,prediction_label
130,human,travel,I recently experienced travel in my day-to-day life and found that there are trade-offs to consider. Community feedback will shape future developments.,151,22,1.89,0.76,author_66,9/3/2024 19:31,0.006,personal_tone,I recently experienced travel in my day-to-day life and found that there are trade-offs to consider. Community feedback will shape future developments.,human,
145,ai,sports,This article discusses sports and highlights that adoption increases with better education. This could change as new data becomes available.,140,20,3.62,0.42,claude-2,12/19/2023 4:40,0.132,,This article discusses sports and highlights that adoption increases with better education. This could change as new data becomes available.,ai,
449,human,sports,My personal opinion on sports is that it can be optimized with simple heuristics.,81,14,3.57,0.47,author_42,7/26/2023 16:33,0.032,,My personal opinion on sports is that it can be optimized with simple heuristics.,human,
336,human,travel,"As someone who follows travel, I believe the community response has been overwhelmingly positive. privacy concerns remain a top challenge",137,20,1.92,-0.54,author_21,10/13/2023 20:15,0.092,personal_tone,"As someone who follows travel, I believe the community response has been overwhelmingly positive. privacy concerns remain a top challenge",human,
134,human,finance,"In my experience, finance often leads to there are trade-offs to consider. Further investigation is warranted. it improves efficiency significantly",147,20,2.6,-0.13,author_5,2/12/2024 19:46,0.166,,"In my experience, finance often leads to there are trade-offs to consider. Further investigation is warranted. it improves efficiency significantly",human,
204,ai,health,Analysis indicates that health is associated with adoption increases with better education.,91,12,2.71,-0.37,bloomz-7b,12/29/2024 23:04,0.023,,Analysis indicates that health is associated with adoption increases with better education.,ai,
394,ai,sports,The following summary on sports shows users report a mixed set of outcomes. it requires more data for conclusive evidence,121,20,4.85,0.45,gpt-4o-mini,3/23/2023 7:40,0.025,,The following summary on sports shows users report a mixed set of outcomes. it requires more data for conclusive evidence,ai,
256,human,lifestyle,"As someone who follows lifestyle, I believe there are trade-offs to consider. Implementation details matter a lot here.",119,18,2.92,0.2,author_60,9/14/2025 7:33,0.158,personal_tone,"As someone who follows lifestyle, I believe there are trade-offs to consider. Implementation details matter a lot here.",human,
73,ai,science,This article discusses science and highlights that it requires more data for conclusive evidence.,97,14,3.97,0.9,bloomz-7b,5/16/2024 5:24,0.067,,This article discusses science and highlights that it requires more data for conclusive evidence.,ai,
397,ai,science,The following summary on science shows the community response has been overwhelmingly positive.,95,13,2.94,0.3,bloomz-7b,10/8/2024 23:09,0.132,,The following summary on science shows the community response has been overwhelmingly positive.,ai,
236,human,entertainment,"As someone who follows entertainment, I believe there are trade-offs to consider.",81,12,1.86,-0.13,author_100,6/21/2025 10:53,0.048,personal_tone,"As someone who follows entertainment, I believe there are trade-offs to consider.",human,
38,human,finance,I recently experienced finance in my day-to-day life and found that it improves efficiency significantly. Implementation details matter a lot here.,147,21,4.19,0.08,author_92,6/26/2025 22:55,0.201,personal_tone,I recently experienced finance in my day-to-day life and found that it improves efficiency significantly. Implementation details matter a lot here.,human,
